Title,Company,CompanyRating,Location,Salary
Financial Professional “Training Provided”,New York Life,3.7,"New York, NY ","$59,063 - $114,273 a year"
Seasonal Stock Associate,Van Cleef & Arpels,4.2,"New York, NY ",
Executive Assistant,Teampay,,"New York, NY ",
Unit Clerk,The Grand Rehabilitation and Nursing at Queens,3.0,"Queens, NY ",
HOTEL FRONT DESK AGENT- come spend HALLOWEEN@ MARRIOTT BRANDED HOTEL,Marriott branded hotel - Brooklyn,,"Brooklyn, NY ",$19.50 - $22.00 an hour
Front Desk Agent,Solita Soho Hotel,3.2,"New York, NY +1 location",
Genetic Counselor,Labcorp,3.4,"New York, NY ",
"Relationship Banker, Court St, BK, NY",Santander Holdings USA Inc,3.9,"Brooklyn, NY ",
Workplace Experience Director,"Canon Business Process Services, Inc.",3.0,"New York, NY ",
Front Desk Concierge,"Guardian Security Services, Inc.",,"New York, NY ",$20.34 an hour
"Director, People Systems",Oscar Health,3.3,"New York, NY ","$158,400 - $207,900 a year"
Assistant Store Manager,TJ Maxx,3.7,"New York, NY +2 locations",$22.00 - $28.30 an hour
"Patient Care Technician, Blood Draw - Bergen, NJ",Memorial Sloan Kettering Cancer Center,4.1,"New York, NY ",
Full Charge Bookkeeper,triplenetpricing.com,,"Brooklyn, NY ",
Bronx Front Desk Security Counselor,"Beacon of Hope, a division of CCCS",,"Bronx, NY ",$20.14 - $21.75 an hour
Inside Sales Representative,Professional Sports Publications,3.0,"New York, NY ","$65,000 - $70,000 a year"
Billing Manager,Confidential,,"New York, NY ","$85,000 - $95,000 a year"
Fine Jewelry Resale Specialist / Office Assistant,Global Gold and Silver,,"New York, NY ",$20 - $30 an hour
Case Manager | CSMG | DC (Contract),Favorite Healthcare Staffing,4.0,"New York, NY ",$31 an hour
Human Resources Associate,East Harlem Tutorial Program,3.7,"New York, NY ","$60,000 - $65,000 a year"
Executive Assistant,Knight Security,,"New York, NY ",$20 - $27 an hour
Veterinary Receptionist Experienced,Downtown Veterinary Medical Hospitals,,"New York, NY ",
Medical Front Desk Supervisor,New York Cancer & Blood Specialists,3.8,"Manhattan, NY ",
Part-Time Retail Sales Associate,Carlo's Bakery,3.1,"New York, NY ",$15 - $18 an hour
Accounts Payable Specialist,Scully & Scully Inc.,,"New York, NY ",$35 - $48 an hour
Patient Services Representative - Ryan Health (Multiple Locations),Ryan Health,3.4,"New York, NY ",$24.10 an hour
"ATTENDANT, CATERING (FULL-TIME)",Restaurant Associates,3.8,"New York, NY ",$17.50 an hour
Front of House Coordinator,Sisu Clinic,,"New York, NY ",$20 - $23 an hour
"Elevated Selling Support, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $59.65 an hour
Passenger Service Agent,Fenix Logistix,,"Queens, NY ",
Acquisition Specialist,Pacific Consulting,3.5,"New York, NY ","$3,000 - $7,000 a month"
Human Resources,Reddy Care Physical Therapy,4.4,"Great Neck, NY ","$60,000 - $70,000 a year"
Seasonal Retail Receiving Associate,Burlington Stores,3.2,"New York, NY ",$15 an hour
Charity Advocate,"Bright Future Fundraising USA, LLC",,"New York, NY ",$25 - $35 an hour
Overnight Sanitation Associate,Van Leeuwen Ice Cream LLC,3.4,"Brooklyn, NY ",$20 an hour
"MGR, CAFE",Compass Group USA,3.2,"New York, NY ",
Patient Registrar/Driver,MedRite Urgent Care,,"New York, NY ",$17 an hour
Quality Control Inspector,TopView Sightseeing,3.1,"New York, NY ",
Dental Office Front Desk Manager,Midtown Dental Care Associates,,"New York, NY ",$30 - $35 an hour
Foot Messenger,Cornucopia Logistics LLC.,,"New York, NY ",$16.50 an hour
MIXER/BAKER,City Baking,,"Long Island City, NY ",$18 - $20 an hour
Personal Assistant,William Moses Co Inc.,,"New York, NY ",
Full-Time Hospitality Host,Mint House,,"New York, NY ",$28 an hour
Experienced Immigration Associate/Paralegal,Confidential,,"New York, NY ","$60,000 - $80,000 a year"
Valet Parking Attendant,GMC,3.8,"New York, NY ",$15 - $17 an hour
Medical Insurance Authorization Manager,Manhattan Restorative Health Sciences,,"New York, NY ",
Digital Print Operator | Night Shift,F. Schumacher & Co.,3.4,"Brooklyn, NY ",
Maintenance Attendant,Renaissance Hotel - NYC,,"New York, NY ",$23 - $24 an hour
"Case Manager, The Cecil","Housing and Services, Inc.",,"New York, NY ","$50,000 a year"
Ice Cream Server,Van Leeuwen Ice Cream LLC,3.4,"New York, NY ",$16 an hour
Home Care Coordinator (Creole Speaking),"Five Star Home Health Care Agency, Inc.",,"Brooklyn, NY ","$40,000 - $65,000 a year"
Delivery Associate – E-Biker (Part time or Full Time),Dutch-X,3.5,"New York, NY ",$15 an hour
"Commission Sales Associate - Home, Full Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $30 an hour
Maitre D',Sant Ambroeus,3.8,"New York, NY ",$23 - $26 an hour
Patient Care Coordinator (Medical Concierge),Next Health,3.8,"New York, NY ",
Customer Service Representative (CSR),Sway Worldwide,,"New York, NY ",$19 - $24 an hour
Front Office Clerk,Interborough Developmental and Consultation Center,3.3,"Brooklyn, NY ",$16 - $17 an hour
After School Program staff - Group Leader and Youth Worker positions,Cypress Hills Local Development Corporation,4.0,"Brooklyn, NY ",$15 - $18 an hour
Lenox Hill Restaurant Team- $17-19 Starting + $2-$3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Family Support Worker,Morris Heights Health Center,,"Bronx, NY ",$17 - $32 an hour
Deputy Chief of Staff,NYC Mayors Office,,"New York, NY ","$65,000 - $80,000 a year"
Sales Representative,Rockaway Nissan,,"Inwood, NY ","$143,321 - $156,309 a year"
"Manager, Total Rewards",Strategic Financial Solutions,3.7,"New York, NY ",
Contact Center Center Agent 111,VNS Health,3.6,"Manhattan, NY ",
Receptionist,The Apparel Group LTD,3.7,"New York, NY ",
Guest Service Agent,Renaissance Hotel - NYC,,"New York, NY ",$21.50 - $22.50 an hour
Member Service Agent,Spring Place,,"New York, NY ",$20 an hour
Experienced Chauffeur NYC,Vincent Limousine,4.0,"Astoria, NY ","$60,000 - $85,000 a year"
"Seasonal Merchandising Associate - Home, Part Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Facilities Associate,Joe & The Juice,3.4,"New York, NY ",$18 an hour
Payroll Analyst,DoorDash,3.3,"New York, NY ",
Drapery Workroom Installer,Drapery Workroom,,"Manhattan, NY ",
Baker,Panera Bread,3.4,"New York, NY ",
SVP of Sales and Merchandising,btween LLC,,"New York, NY ","$104,620 - $253,361 a year"
Seasonal Retail Cashier & Sales Floor Support - Union Square Rack,Nordstrom,3.8,"New York, NY ",$16.80 - $17.50 an hour
Call Center Sales Specialist,FreedomCare,4.3,"Lake Success, NY ",
"Part-time Evening English Instructor, CAMBA Education Center",CAMBA,3.5,"Brooklyn, NY ",$34 an hour
Theater District Restaurant Team- $17-19/hour +$2-3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Retail Sales Associate,TargetCW,3.7,"New York, NY ",$18 an hour
Warehouse Worker,DIG,3.5,"New York, NY ",
Butcher- AM Shift 6am-2pm (Mon-Fri),Institute of Culinary Education (ICE),,"New York, NY ",$18 - $19 an hour
HHA'S to work as Patient Transporters/Escorts Mon-Fri $17.50/hour,ASP Co,3.4,"Manhattan, NY ",$17.50 an hour
Production Associate,PIMS,5.0,"New York, NY ",$16 - $18 an hour
Delivery Associate,FAST TRACK DELIVERY INC.,,"Woodside, NY ",
Animal Rights Advocate,One Voice Fundraising,4.3,"New York, NY ",$18 - $35 an hour
Field Service Area Manager,Leidos,3.7,"New York, NY ","$72,150 - $149,850 a year"
Field Service Agent - NYC or Hudson Valley,HealthFirst,3.4,"New York, NY ",
Customer Service Representative,Crosstown Brooklyn,,"Greenpoint, NY ","$650 - $1,050 a week"
Locksmith Technician,"ONE STOP LOCKSMITH, INC.",,"Bronx, NY ",
DIRECT SUPPORT PROFESSIONALS- Cases available in all boroughs!,Eprine Community Services,3.4,"Bronx, NY ",$16 an hour
Ready Girl/ Kid's Presenter,NYC Emergency Management,,"New York, NY ",$50 - $175 a day
Housekeeping Worker *FT 3:00PM-11PM; Alternating Weekends,NYU Langone Health,4.0,"Brooklyn, NY ",
Front Desk Concierge/Doorperson (Lower East Side Residential Building),HUBB NYC,,"New York, NY ",
Community Organizer,New York Public Interest Research Group,3.9,"New York, NY ",$15 - $20 an hour
Retail Operations Manager,Venchi Italian Chocolate and Gelato,4.0,"New York, NY ","$85,000 - $100,000 a year"
Pine Street Restaurant Team $16-18 Starting + $2-3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Barista and Cashier,For Five Rockefeller Plaza.,,"New York, NY ",
"Chef in Training, 52nd & Lex",DIG,3.5,"New York, NY ",$17 - $19 an hour
Executive Assistant,Computershare,3.4,"New York, NY ",
Photographer of Newborns in Hospital,"Bella Baby Photography NY, NJ, CT",4.8,"Staten Island, NY ",$30 - $35 an hour
Construction Document Checker,SBLM Architects,,"New York, NY ","$100,000 a year"
Back of the House Director (Food / Production),Access Staffing LLC,3.8,"New York, NY ","$175,000 - $300,000 a year"
Branch Ambassador South Brooklyn Area,Capital One,3.9,"Brooklyn, NY ",
Payroll Director - (Manhattan | 35hrs/wk | Full Time),The New York Foundling,3.6,"New York, NY ","$135,000 a year"
HIRING EVENT FOR ALL POSITIONS! Tin Building by Jean-Georges,Tin Building by Jean-Georges,,"New York, NY ",
Swim Instructor/Coach,Elite Amenity Management,,"New York, NY ",$30 - $60 an hour
Armed Officer - Movie Theater - Jamaica,Allied Universal,3.1,"Jamaica, NY ",
Airport Customer Experience Supervisor - On-call - JFK,ERMC Aviation LLC,,"Jamaica, NY ",$21.07 an hour
Call Center Representative – Bilingual English/Spanish,Care for the Homeless,3.0,"New York, NY ",
Field Auto Adjuster,Allstate,3.7,"New York, NY ","$56,600 - $90,000 a year"
Family Child Care – Social Worker,United Federation of Teachers,3.8,"New York, NY ","$54,000 - $60,000 a year"
"Chef In Training, NoHo",DIG,3.5,"New York, NY ",$17 - $19 an hour
Legal Assistant - Plaintiff Division,National Law Firm,,"New York, NY ",
"Seasonal Merchandising Associate - Women's Ready to Wear, Part Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Ticketing Agent,Swissport,3.2,"Queens, NY ",
Sign and Graphics Installer - Full Time,SignExpo,,"New York, NY ",$20 - $44 an hour
Porter,HUBB NYC,,"New York, NY ",
Immediate Hiring! Maintenance Technician,Speedway LLC,3.2,"Brooklyn, NY ",$20 - $30 an hour
SAS in Walmart - Retail Sales Representative,SAS Retail Services,,"Long Island City, NY ",$17 - $20 an hour
Paralegal-Working for a Worker's Compensation Law Firm in Brooklyn,"Ugalde & Rzonca, LLP",4.0,"Brooklyn, NY ","$40,000 - $50,000 a year"
"Customer Service Team Leader, 52nd & Lex",DIG,3.5,"New York, NY ",$17 - $19 an hour
Front Desk Receptionist/ Admin / Loaner Coordinator / Cashier,Mercedes-Benz Brooklyn,,"Brooklyn, NY ",$17.50 an hour
Upper East Side Restaurant Team- $17-19 Starting + $2-3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Part Time Branch Ambassador - Flatbush,Capital One,3.9,"Brooklyn, NY ",
Shake Maker,Saltbae Burger,,"New York, NY ",
Admissions Assistant Nursing Home Part Time (21 hours/Week),Silvercrest Center For Nursing and Rehabilitation,,"Jamaica, NY ",$32 an hour
General Laborer,Danmor Realty Corp.,,"Manhattan, NY ",$15 an hour
Military Service Human Resources,U.S. Army,4.3,"New York, NY ","$40,000 - $96,000 a year"
Warehouse Associate,Trade Supply Group,,"Long Island City, NY ",
Home Health Aide Brooklyn Location,Americare,4.0,"Brooklyn, NY ",$19.09 an hour
Retail Account Coordinator,Chillhouse,,"New York, NY ","$60,000 - $65,000 a year"
57th & Lex Restaurant Team- $16-18 Starting + $2-3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
AFTERSCHOOL ACTIVITY SPECIALIST - DOWNTOWN BROOKLYN,Girls Inc. of New York City,,"Brooklyn, NY ",$20 - $25 an hour
Cashier/Customer Service,Unique Thrift Store,,"Jamaica, NY ",
Full Time & Part Time Drivers,Gotham Shuttle Service,,"New York, NY ","$500 - $1,000 a week"
Employee & Labor Relations Specialist,Maimonides Medical Center,,"Brooklyn, NY ","$85,000 - $95,000 a year"
Part-Time Early Childhood Teacher (K/1st),The Equity Project Charter School,3.8,"New York, NY ",$125 an hour
Front Door Conceiege,Lidia Management Corp.,,"Astoria, NY ",$16 - $17 an hour
"Part-Time Case Manager, Apex",CAMBA,3.5,"Forest Hills, NY ",
Medical Receptionist -Patient Care Coordinator,Synergy wellness Chiropractic & Physical Therapy,,"New York, NY ",$18 - $27 an hour
551025 Confidential Investigator/Digital Forensics,NYC Department of Investigation,,"New York, NY ","$70,000 - $80,000 a year"
"Front Door Security/ID Checker - Nightclubs, Bars, and Lounges",Allstar Security,,"New York, NY ",$23 - $28 an hour
General Labor,PeopleReady,3.6,"Jersey City, NJ ",$16 - $22 an hour
Low Voltage Technician,Confidential,,"Brooklyn, NY ",$17 - $32 an hour
Bartenders needed for Casual Restaurant- Playa Betty's & 5 Napkin Burger,Playa Betty's and 5 Napkin Burger,,"New York, NY ","$1,000 - $1,300 a week"
Elementary Teachers (K-4),CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,,"Bronx, NY ",
Middle School Assistant Principal,Mott Haven Academy Charter School,4.0,"Bronx, NY ","$125,000 - $135,000 a year"
Medical Assistant,CityMD,,"New York, NY ",$18 an hour
Sales Associate,Rousso Apparel Group,,"New York, NY ",
Luxury Sales Associate,Scully & Scully Inc.,,"New York, NY ","$60,000 - $70,000 a year"
Business Analyst.........Remote,Vaco,3.7,"New York, NY ",
Import/Export Agent,Mapcargo Global Logistics,3.3,"Inwood, NY ",$20 - $25 an hour
Storage District Store Coordinator,SecureSpace,4.3,"New York, NY ",$26 - $28 an hour
Medical Biller,Retina Associates of New York,,"New York, NY ","$65,000 - $75,000 a year"
In Home Caregiver,Home Care,,"New York, NY ",$17.00 - $17.50 an hour
Hostess/Host,da Toscano,,"New York, NY ",$17 - $23 an hour
Bagel Cafe Manager,BLACK SEED BAGELS,,"New York, NY ","$60,000 - $70,000 a year"
AGM,Reyna Hospitality,,"New York, NY ","$50,000 - $60,000 a year"
DSP Delivery Associate- Walker Model,PW Delivery Services LLC,,"New York, NY ",$16.50 an hour
Companions for Elderly Adults in NYC,ComForCare NYC,3.5,"Manhattan, NY ",$18 - $20 an hour
Administrative Assistant,Kanji Capital Group,,"Manhasset, NY ",
Renewals Specialist,Fora Financial LLC,3.6,"New York, NY ",
Director of Housekeeping and Laundry,Bensonhurst Center for Rehabilitation and Healthcare,4.0,"Brooklyn, NY ",
Business Operations Associate,Qi Venture Partners,,"New York, NY ","$90,000 - $96,000 a year"
Unarmed Car Patrol/Booth Security Officer,Metro One Loss Prevention,,"New York, NY ",$18 - $20 an hour
Staten Island Job Fair-Same Day Job Offers!,Samaritan Daytop Village,,"Staten Island, NY ","$30,000 - $90,000 a year"
"Asset Protection Supervisor, Full Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$19.50 - $34.00 an hour
Warehouse Worker,Ideal Supply Company,,"East Elmhurst, NY ",
Military Service- I.T. Specialist,U.S. Army,4.3,"New York, NY ","$40,000 - $96,000 a year"
Partner Success & Project Manager - NY Metro,Ride Circuit,,"New York, NY ",
Experienced SETSS provider,SpecialEdge,,"New York, NY ",
Assistant Registrar,Swedish Institute,,"New York, NY ","$45,000 - $52,000 a year"
Workers Compensation Claims Representative,CitiMed,3.3,"Rego Park, NY ",
"Fire & Life Safety Director - Bronx, NY",Securitas Inc.,3.2,"Bronx, NY ",$28 an hour
Remote Accountant (Virtual Bookkeeper PART-TIME or FULL TIME) – Remote,Supporting Strategies,3.9,United States ,$27 - $35 an hour
Fabric Coordinator,Zelouf International,,"New York, NY ","$50,000 - $65,000 a year"
Financial Sales Representative,Fora Financial LLC,3.6,"New York, NY ","$50,000 - $169,000 a year"
Provider,Centers Urgent Care,3.0,"New York, NY ",
NoHo Restaurant Team- $16-18 Starting + $2-3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Drain Cleaning Technician,Cedarwood Acquisitions,,"New York, NY ",
Medical Receptionist,"Pediatric & Adolescent Medicine, LLP",,"New York, NY ",
Social Media/Web Content Specialist,Scully & Scully Inc.,,"New York, NY ",$30 - $40 an hour
Site Supervisor (Warehouse),"Canon Business Process Services, Inc.",3.0,"New York, NY ",$22 an hour
Warehouse Associate,Umamicart,,"Brooklyn, NY ",$15 an hour
Gymnastics Teacher $30-$50/hr,Funtastic,,"New York, NY ",$30 - $50 an hour
[Urgent Hiring] IT Help Desk Support Specialist,Rider Solution,,"New York, NY ","$55,000 - $60,000 a year"
Medical Office Assistant,Settlement Health,,"New York, NY ",
Experienced Visual Support Caregiver/Administrator,Confidential,,"New York, NY ",$22 - $25 an hour
Prep HIV Patient Navigator,Care for the Homeless,3.0,"New York, NY ",
LIFEGUARD POSITION AVAILABLE IN A LUXURY RESIDENTIAL BUILDING,Confidential - Property Management Company,,"New York, NY ",$17 an hour
Customer Service Representative (Temporarily Remote - New York City),Maximus,3.2,"Brooklyn, NY ",
Driver Manager,Confidential,,"Long Island City, NY ","$45,000 - $55,000 a year"
Activities Director,Centers Health Care,3.6,"Brooklyn, NY ","$78,000 - $82,000 a year"
RFID - Medical Equipment Management Coordinator,Venn Health Partners,,"New York, NY ",$30 - $35 an hour
Legal Billing Coordinator,SCB Law Firm,,"Brooklyn, NY ",$27 - $33 an hour
"Account Representative, New York",Uber,3.6,"New York, NY ",
Mail Clerk,"Salesian Missions, Inc.",,"New Rochelle, NY ",$19 - $22 an hour
Van Driver -Full Time – Regular - 26406,Exela Technologies,,"New York, NY ",
Security Officer (Contingency) - Various Shifts - $18 Per Hour - SIGN ON BONUS,Alliance Building Services,3.3,"New York, NY ",$18 an hour
Plumber Apprentice,(Confidential) Real Estate and Property Management Firm,,"New York, NY ",$18 - $26 an hour
Entry Level Sales- 50K Base,Spectrum Communications,,"Flushing, NY ","$65,000 - $105,000 a year"
Program Assistant,Transportation Security Administration,3.1,"Queens, NY ","$38,103 - $57,217 a year"
Store Associate (part-time),Laderach USA,,"New York, NY ",$16 - $17 an hour
Apprentice Lineman,"Altitude Energy, LLC",4.3,United States ,"$30,000 - $70,000 a year"
Delivery Associate (Driver),DNA Logistics Inc.,,"Maspeth, NY ",
Commercial Property Management Assistant,Confidential - Commercial Real Estate Property Management Company,,"New York, NY ","$65,000 - $75,000 a year"
Part Time Branch Ambassador- Wyckoff Ave,Capital One,3.9,"Brooklyn, NY ",
Executive Assistant,The ELMA Philanthropies Services (U.S.) Inc.,,"New York, NY ","$80,000 - $95,000 a year"
Warehouse Associate,The imaging world,,"Brooklyn, NY ",$15 an hour
Administrative Assistant,TF Cornerstone,3.9,"New York, NY ","$45,000 - $53,000 a year"
Expert Bookkeeper - Work From Home - US,Intuit,4.2,"New York, NY ",
Crew Member,Wendy's,,"Staten Island, NY ",$15 - $17 an hour
Prepared Foods Counter Associate,Tin Building by Jean-Georges,,"New York, NY ",
ID Office Mananger,Inter-Con Security Systems,3.2,"New York, NY ","$100,000 a year"
Corporate Banking Operations - AVP (Hybrid),MUFG,3.4,"New York, NY ",
Wealth Management Associate,Equitable Advisors,3.5,"New York, NY ","$80,000 - $140,000 a year"
ACI Concrete Field Testing Technician and Special Inspector,Engineering,,"Brooklyn, NY ",$24 - $50 an hour
Phlebotomist/Donor Specialist-Long Island-Multiple Openings-No Experience Will Train,New York Blood Center Inc,3.7,"Westbury, NY ",
Administrative Assistant,Leo Schachter Diamonds,,"New York, NY ","$35,000 - $45,000 a year"
Medical Assistant- ACC 23 Endoscopy- Evening Shift (35 hours),NYU Langone Health,4.0,"New York, NY ",
Client Care Coordinator - Veterinary,The Animal Cardiology Center,,"Brooklyn, NY ",$18 - $25 an hour
Paralegal,Law Firm in Midtown,,"New York, NY ","$55,000 - $65,000 a year"
Delivery Driver,The Beverage Works - Red Bull Distributor,3.8,"New York, NY ",$17 - $19 an hour
Branch Ambassador North Brooklyn Area,Capital One,3.9,"Brooklyn, NY ",
Fiber Optics (FTTH) Line Technician,Excell Communications Inc,,"Manhattan, NY ",$18 - $30 an hour
Server,Hole in the Wall,4.0,"New York, NY ",
Host/Cashier,Greedi Vegan,,"Brooklyn, NY ",$15 - $16 an hour
Customer Service Representative,The Chefs' Warehouse,3.1,"Bronx, NY ",$20 - $22 an hour
Part-Time After School Youth Worker,Youth Center,4.2,"Bronx, NY ",$15 an hour
Hoist Operator,Brosnan Risk Consultants,,"New York, NY ",$25 an hour
Ground Service Equipment Technician,United Airlines Inc.,4.0,"New York, NY ",
"Part-Time Ambassador, Williamsburg",Everlane,3.4,"Brooklyn, NY ",$18 - $20 an hour
Warehouse Associate-Day Shift,The Weeks Lerman Group,,"Maspeth, NY ",$15 an hour
baker,Starbucks,3.9,"Brooklyn, NY ",$16.50 - $23.00 an hour
Captain / Front Server,Taru,,"New York, NY ",
Takeout Dispatchers,Nobu Downtown,,"New York, NY ",$18 an hour
Cashier/Barista/Customer Service,Hudson Greene Market,3.2,"Jersey City, NJ ",$14 - $16 an hour
JFK Security Guard Full-Time,ERMC Aviation LLC,,"Jamaica, NY ",$18 an hour
Bilingual (English / Korean) Care Navigator - National Remote,UnitedHealth Group,3.6,"New York, NY ",
Human Resources Assistant,Morris Heights Health Center,,"Bronx, NY ",$22.50 - $25.00 an hour
Food Production Worker,DIG,3.5,"New York, NY ",
Underwriting Professional Development Program: Public Company Liability - Winter 2023,"The Travelers Companies, Inc.",3.7,"New York, NY ","$51,200 - $84,500 a year"
"Entry Level Kitchen Position, SoHo",DIG,3.5,"New York, NY ",$16 - $18 an hour
Bilingual Per-Diem Service Provider- All Boroughs,"New Alternatives for Children, Inc.",3.7,"New York, NY ",$15 - $35 an hour
Pratt 2022 On-Campus Job Fair,Pratt Institute,4.1,"Brooklyn, NY ",
School Aide (Part and Full Time Opportunities),Academic Leadership Charter School,,"Bronx, NY ",
"Barista, Hudson Yards",Delaware North,3.7,"New York, NY ",$20 an hour
Personal Care Assistant/HHA Part-Time (Manhattan),Community Home Care,3.8,"Brooklyn, NY ",
Guest Experience Ambassador - SEASONAL,SUMMIT One Vanderbilt,,"New York, NY ",$21 an hour
Valet Parking Attendant,Manhattan Parking Group,3.2,"New York, NY ",$15 - $20 an hour
Architect Retail Store Development - (REMOTE East Coast),Burlington Stores,3.2,"New York, NY ","$83,000 - $109,000 a year"
JFK Security Dispatch Agent Full-Time,ERMC Aviation LLC,,"Jamaica, NY ",$20 an hour
Seafood Counter Associate,Citarella Gourmet Market,3.0,"New York, NY ",$21 - $25 an hour
Driver,"MetaSense, Inc",3.6,"Flushing, NY ",$19.50 - $29.44 an hour
Retail Sales Associate,The Goodkind Group-Post HERE,3.7,"New York, NY ",$16 - $17 an hour
Cashier,The Home Depot,3.7,"Vauxhall, NJ ",
Executive Administrative Assistant,Andromeda Advantage Inc,,"Long Island City, NY ","$70,000 - $85,000 a year"
Front of House Team Member,Mighty Quinn's BBQ,,"Brooklyn, NY ",
Host and Reservationist,Confidential,,"New York, NY ",$17 an hour
Intrepid Associate - Healthcare,Union Bank,3.6,"New York, NY ",
UNECE Family Child Care Network - Family Worker (Manhattan and Bronx),United Federation of Teachers,3.8,"New York, NY ","$34,250 - $38,018 a year"
Customer Service Associate,GA Business Services,,"New York, NY ","$44,000 - $57,000 a year"
Video Shader,"Newsmax Media, Inc.",,"New York, NY ","$45,000 - $60,000 a year"
Human Resource Assistant,Selfhelp Community Services,3.3,"Manhattan, NY ",
Part Time Writing Tutor for 5th Grader in NYC,EBL Coaching,,"New York, NY ",$50 an hour
Driver/Equipment Operator,Commercial District Services LLC,,"New York, NY ",$23 - $25 an hour
MVO/Driver,CITY WIDE MOBILE RESPONSE,,"Bronx, NY ",
HR Payroll Analyst (Hybrid),IIE Organization,,"New York, NY ",
Program Manager - NYCSCA: Job Order Contract,The McCloud Group,3.1,"Long Island City, NY ","$160,000 - $172,000 a year"
"Corporate Accounting, VP (Hybrid, NYC)",MUFG,3.4,"New York, NY ",
Shipping Associate,NEP Group,4.0,"New York, NY ",
Associate Executive Director for Youth and Immigration Services,Sunnyside Community Services,3.7,"Sunnyside, NY ","$110,000 - $130,000 a year"
Warehouse - Hiring Immediately,Swipejobs,,"New York, NY ",$17.25 an hour
"Director, Practice Operations (50 Primary Care Providers)",Primary PartnerCare Management Group,,"Great Neck, NY ","$100,000 - $155,000 a year"
Global Markets Sustainable Finance Summer Analyst Program - 2023,Bank of America,3.8,"New York, NY ",
School and Sports Photographer,Continental Studios,,"Forest Hills, NY ",$30 - $40 an hour
Office Assistant,DocGo,4.2,"New York, NY ",$18 - $20 an hour
Automotive Service Advisor/Writer,Jaguar Land Rover Brooklyn,,"Brooklyn, NY ","$58,000 - $125,000 a year"
Field Service Technician,Quench USA,,"Manhattan, NY ",
Part Time Branch Ambassador- Canarsie,Capital One,3.9,"Brooklyn, NY ",
Seasonal Asset Protection Security Guard,Macy’s,3.6,"New York, NY ",$15 - $19 an hour
PCA/HHA -Top dollar paid! (Queens),Community Home Care,3.8,"Brooklyn, NY ",
Legal Secretary/Receptionist (Queens),"Bardizbanian & Associates, P.C.",,"Richmond Hill, NY ",$20 - $25 an hour
DRIVER - OCO (OWN CAR OPERATOR),Dutch-X,3.5,"New York, NY ",
CASE REVIEWER,NYC Careers,,"Brooklyn, NY ","$37,748 - $57,043 a year"
Bookkeeper,Holliswood Development / Edifice Management,,"New York, NY ",$40 - $60 an hour
NG Express Cashier 1500-2100 Mon-Fri Sat/Sun open avail.,The Exchange,3.6,"New York, NY ",
Industrial Painter,Skyline Windows,3.6,"Bronx, NY ",$20 - $28 an hour
Russian Speaking Administrative Assistant/Receptionist - Full-Time,All Heart Home Care Agency,,"Brooklyn, NY ",$24 - $28 an hour
Specimen Processor Accessioner,"Atlantic Diagnostic Laboratories, LLC.",,"Long Island City, NY ",
Jr. Human Resource Generalist,Confidential,,"Long Island City, NY ","$37,500 - $45,760 a year"
Community Manager - Renoir House,Greystar Real Estate Partners LLC,,"New York, NY ","$75,000 - $100,000 a year"
Warehouse Worker - Package Handler,UNITED PARCEL SERVICE,3.7,"Maspeth, NY +2 locations",$15.50 an hour
ICC Structural Masonry Inspector,Engineering,,"New York, NY ","$50,000 - $100,000 a year"
Application Development Specialist Levels 3-5,Metropolitan Transportation Authority,4.0,"Manhattan, NY ",
General Bookkeeper,"Algin Management Co., LLC",,"New York, NY ",
Barista in Training,Interlude Coffee & Tea,,"New York, NY ",
"Hollister Co. - Stock Associate, FIFTH AVENUE",Hollister Co. Stores,3.5,"New York, NY +8 locations",
Part Time Branch Ambassador- King's Plaza,Capital One,3.9,"Brooklyn, NY ",
Dock Clerk,"Canon Business Process Services, Inc.",3.0,"New York, NY ",$18.50 - $20.80 an hour
